Start_Time,End_Time,Text,Confidence
26.7,28.8,so friggin,0.6579867005348206
47.4,48.1,I'm pleased,0.5932404398918152
56.0,57.8, are you okay with this yes yes,0.985937774181366
67.8,68.5, done pretty good,0.8601663112640381
69.6,70.2, how are you,0.9845871925354004
75.7,77.7, Philadelphia Pennsylvania,0.9876291155815125
84.9,89.6, the weather in Latin culture food,0.8923166990280151
90.5,93.2, music the beaches,0.9486289024353027
100.3,106.5, what's better dirty large parts of it getting violent stuff like that,0.8326135277748108
108.3,109.2, GasBuddy,0.7840278148651123
116.7,117.6, you travel a lot,0.9519897699356079
119.4,126.2, I used to in the Marines and growing up I did y'all all over the east coast and around the country out,0.9231749176979065
132.9,150.1, same thing different different types of people different types of food different types of music seeing different architecture and things like that the east coast and the west coast is very different in terms of how we build our buildings so just different places that you go you see different things like that,0.9459972381591797
157.1,175.6, turkey we visited the oldest church in the world I believe it was called the oldest church in the world they have those the towers the towers and just a different people I ate goat and some other types of food that I had never eaten before,0.9527614116668701
178.0,191.2, and I found out the people or are people just like us it's not just like Americans we might have our perception but people from another country they're just the same they just have a different language and they just look different but they don't they're not different you know,0.9525372982025146
193.0,194.1, American Experience,0.8877425789833069
201.1,206.0, I remember everything I have a very vivid memory I remember a lot of things,0.9779839515686035
210.4,211.2, I don't know,0.9907218217849731
212.3,221.1, I was a trumpet player since third grade and I did that in the mornings so I did that for 15 years of my life music,0.929582953453064
226.5,228.5, warehousing labor,0.9621440768241882
230.0,231.1, can I ride my bike a lot,0.9749356508255005
237.2,242.2, the Los Angeles Philharmonic go to the Boston Pops Orchestra or something like that something big,0.932799220085144
243.9,245.0, something like that to you,0.9081544280052185
253.4,257.0, Lili outgoing I wish I when I was growing up but not anymore,0.9274531602859497
276.5,278.3, the best of guy yes,0.8194206357002258
280.6,299.2, I I have music I love all kinds of music so if I just put on my headphones that usually helps or I go for a bike ride I have my bike downstairs I'll just go as far as I feel like going 10 15 20 miles and then come home that's very relaxing,0.9321478605270386
305.3,314.3, I don't have a temper I used to put it this way my daughter's mother had a temper and I started to learn it from her but I realize that's,0.9426515102386475
315.7,319.1, but that's not me that that's not the type of person that I am and so I I,0.9596689939498901
321.1,326.0, we separated and I've long since not been like that yeah,0.9399308562278748
332.4,345.2, with her only with her never never like in public or with the police or anything like that I would say that she some girls know that they can use the police,0.9393795132637024
346.3,356.8, they can just say things some girls not all girls and she would do that but no it was never I've never like hit a woman or anything like that no,0.9577746391296387
360.7,361.4, when was the last,0.9876290559768677
364.4,385.2, my former landlady I just moved about two months ago where I was before my my landlady was a drug addict she didn't didn't do anything except drug she didn't fix anything she was just lazy and everything was unkempt and and,0.9445123672485352
386.6,403.4, if you are renting to somebody else I had strong views that you should keep up with the property and I which is build up over time and I told her you know I've been here and I've given you so much money so much money and you haven't done anything except drugs and it was we got a little heated,0.9229897856712341
423.8,428.4, I I don't know because I think the way things end up,0.9135643243789673
429.5,432.4, is the right way in the end if your Zone as you learn so,0.8743711113929749
433.8,435.1, Google I said you have any regrets,0.9334776401519775
437.9,449.3, I don't know I've learned I've learned you can't have regrets cuz y'all at the end of the day you end up in the right place and that's what you have to look at so I don't think so I've learned from the things that I may have,0.9514210820198059
450.9,453.7, but I had to learn to understand I'm sure you do,0.9397767186164856
464.6,488.5, I might as well be honest I know it's looking at it I know you're a person on the other side of that but you don't look like a person but I had a woman that I was chasing and I we were intimate we were together and we were intimate and I shouldn't you know made me promise not to tell anybody at work and I was so excited and I told somebody cuz I thought I could trust that person and,0.949550986289978
489.7,511.7, I couldn't trust that person and word got out in the hole Restaurant New and she was embarrassed and I broke her trust it was a pretty it was pretty bad but at the same time and again I said that I don't regret things because she admitted she admitted that it hurt and by admitting it heard it kind of said more,0.9327626824378967
513.6,526.5, about the situation if somebody could admit to you that you can hurt them that means they're vulnerable to which said something you know I understand that so I learned something more than maybe had I not done it had I not heard I might not have known,0.9313368797302246
533.6,536.7, tell me about the hardest decision you've ever had to,0.9404042959213257
